steps,timer_ciph_comp_vec_FD,timer_ciph_conf_vec_FD,timer_ciph_comp_vec_LW,timer_ciph_conf_vec_LW,timer_plain_comp_vec_FD,timer_plain_conf_vec_FD,timer_plain_comp_vec_LW,timer_plain_conf_vec_LW
38.0,81.831342123,111.90229881200001,157.663989152,148.2708514,3.460099999999999e-5,6.120000000000001e-6,8.177200000000035e-5,1.1961000000000001e-5
39.0,82.487531155,111.90229881200001,159.06467262200002,148.2708514,3.515100000000019e-5,6.120000000000001e-6,8.31120000000002e-5,1.1961000000000001e-5
40.0,83.065851502,111.90229881200001,160.389996295,148.2708514,3.5781000000000354e-5,6.120000000000001e-6,8.516200000000017e-5,1.1961000000000001e-5
41.0,83.71015037100001,111.90229881200001,161.477432045,148.2708514,3.688100000000033e-5,6.120000000000001e-6,8.664200000000006e-5,1.1961000000000001e-5
42.0,202.42314199400002,111.90229881200001,275.176586357,148.2708514,3.806100000000026e-5,6.120000000000001e-6,8.831200000000011e-5,1.1961000000000001e-5
43.0,206.42589419100003,111.90229881200001,278.27436938700004,148.2708514,3.8911000000000414e-5,6.120000000000001e-6,9.059200000000002e-5,1.1961000000000001e-5
44.0,208.34635515000002,111.90229881200001,281.34038507900004,148.2708514,3.955100000000008e-5,6.120000000000001e-6,9.282200000000022e-5,1.1961000000000001e-5
45.0,210.226529639,111.90229881200001,284.20124001700003,148.2708514,4.02610000000002e-5,6.120000000000001e-6,9.50720000000003e-5,1.1961000000000001e-5
46.0,211.996672917,111.90229881200001,286.92820754800005,148.2708514,4.104100000000034e-5,6.120000000000001e-6,9.734200000000026e-5,1.1961000000000001e-5
47.0,213.703336062,111.90229881200001,289.52569977,148.2708514,4.17610000000004e-5,6.120000000000001e-6,9.942200000000005e-5,1.1961000000000001e-5
48.0,215.342541234,111.90229881200001,292.050932362,148.2708514,4.244100000000027e-5,6.120000000000001e-6,0.00010196200000000015,1.1961000000000001e-5
49.0,216.90013483500002,111.90229881200001,296.23689517,148.2708514,4.2991000000000036e-5,6.120000000000001e-6,0.00010328200000000011,1.1961000000000001e-5
50.0,218.379612992,111.90229881200001,299.25105547600003,148.2708514,4.357100000000006e-5,6.120000000000001e-6,0.00010472200000000024,1.1961000000000001e-5
51.0,219.801518785,111.90229881200001,301.430746205,148.2708514,4.4491000000000235e-5,6.120000000000001e-6,0.00010607200000000002,1.1961000000000001e-5
52.0,221.13306783200002,111.90229881200001,303.610838633,148.2708514,4.5271000000000373e-5,6.120000000000001e-6,0.00010773200000000014,1.1961000000000001e-5
53.0,222.44302500900002,111.90229881200001,305.744892858,148.2708514,4.595100000000024e-5,6.120000000000001e-6,0.00010909300000000021,1.1961000000000001e-5
54.0,223.51078581700003,111.90229881200001,307.427023425,148.2708514,4.6731000000000376e-5,6.120000000000001e-6,0.00011150300000000021,1.1961000000000001e-5
55.0,224.54784246000003,111.90229881200001,309.04253911700005,148.2708514,4.750100000000014e-5,6.120000000000001e-6,0.00011319300000000015,1.1961000000000001e-5
56.0,225.512065755,111.90229881200001,310.520658274,148.2708514,4.8071000000000225e-5,6.120000000000001e-6,0.00011502300000000012,1.1961000000000001e-5
57.0,226.44348549400002,111.90229881200001,311.880566089,148.2708514,4.882100000000011e-5,6.120000000000001e-6,0.0001166730000000003,1.1961000000000001e-5
58.0,227.28835325600002,111.90229881200001,313.186675001,148.2708514,4.955100000000011e-5,6.120000000000001e-6,0.0001180930000000001,1.1961000000000001e-5
59.0,228.104255588,111.90229881200001,314.376109383,148.2708514,5.030099999999999e-5,6.120000000000001e-6,0.00011983299999999975,1.1961000000000001e-5
60.0,228.841742586,111.90229881200001,315.51332292700005,148.2708514,5.133100000000038e-5,6.120000000000001e-6,0.0001212330000000001,1.1961000000000001e-5
61.0,229.54967868900002,111.90229881200001,316.545294054,148.2708514,5.2361000000000334e-5,6.120000000000001e-6,0.00012396300000000037,1.1961000000000001e-5
62.0,230.17901673400002,111.90229881200001,317.525549753,148.2708514,5.312100000000016e-5,6.120000000000001e-6,0.00013292300000000007,1.1961000000000001e-5
63.0,230.778497458,111.90229881200001,318.399733646,148.2708514,5.380100000000002e-5,6.120000000000001e-6,0.0001346030000000005,1.1961000000000001e-5
64.0,231.30207826100002,111.90229881200001,319.22668301000004,148.2708514,5.45910000000001e-5,6.120000000000001e-6,0.00013713300000000022,1.1961000000000001e-5
65.0,322.44808134000004,111.90229881200001,421.429364318,148.2708514,5.531100000000016e-5,6.120000000000001e-6,0.00013849299999999995,1.1961000000000001e-5
66.0,324.455317649,111.90229881200001,424.56177698600004,148.2708514,5.652100000000035e-5,6.120000000000001e-6,0.00014028299999999973,1.1961000000000001e-5
67.0,326.37300774000005,111.90229881200001,427.602988438,148.2708514,5.727100000000023e-5,6.120000000000001e-6,0.00014181300000000018,1.1961000000000001e-5
68.0,328.200197681,111.90229881200001,430.490510845,148.2708514,5.807100000000025e-5,6.120000000000001e-6,0.00014445300000000012,1.1961000000000001e-5
69.0,329.998165858,111.90229881200001,433.225944663,148.2708514,5.869100000000004e-5,6.120000000000001e-6,0.00014616300000000037,1.1961000000000001e-5
70.0,331.688967618,111.90229881200001,435.912209007,148.2708514,5.9361000000000396e-5,6.120000000000001e-6,0.00014744300000000057,1.1961000000000001e-5
71.0,333.34018696000004,111.90229881200001,438.476384728,148.2708514,6.0341000000000214e-5,6.120000000000001e-6,0.00014907300000000043,1.1961000000000001e-5
72.0,334.88321857200003,111.90229881200001,440.96619899,148.2708514,6.089100000000042e-5,6.120000000000001e-6,0.00015043300000000016,1.1961000000000001e-5
73.0,336.35417493100005,111.90229881200001,444.13876137000005,148.2708514,6.1691e-5,6.120000000000001e-6,0.00015214300000000042,1.1961000000000001e-5
74.0,337.733755282,111.90229881200001,447.33612391800006,148.2708514,6.238100000000024e-5,6.120000000000001e-6,0.0001535429999999999,1.1961000000000001e-5
75.0,339.08628567700003,111.90229881200001,449.409592452,148.2708514,6.298100000000015e-5,6.120000000000001e-6,0.00015566300000000033,1.1961000000000001e-5
76.0,340.35110796600003,111.90229881200001,451.46208344300004,148.2708514,6.404200000000027e-5,6.120000000000001e-6,0.00015743300000000023,1.1961000000000001e-5
77.0,341.44205559600005,111.90229881200001,453.527583321,148.2708514,6.48720000000001e-5,6.120000000000001e-6,0.00015876400000000047,1.1961000000000001e-5
78.0,342.443370846,111.90229881200001,455.59990622900006,148.2708514,6.570200000000038e-5,6.120000000000001e-6,0.0001603640000000005,1.1961000000000001e-5
79.0,343.428240731,111.90229881200001,457.96179424800005,148.2708514,6.652200000000028e-5,6.120000000000001e-6,0.00016167400000000054,1.1961000000000001e-5
80.0,344.334350372,111.90229881200001,459.35808963100004,148.2708514,6.764200000000014e-5,6.120000000000001e-6,0.00016579400000000036,1.1961000000000001e-5
81.0,345.202731077,111.90229881200001,460.66928295800005,148.2708514,6.86920000000004e-5,6.120000000000001e-6,0.0001671839999999999,1.1961000000000001e-5
82.0,345.99067729800004,111.90229881200001,461.925682127,148.2708514,6.933200000000007e-5,6.120000000000001e-6,0.00016926400000000057,1.1961000000000001e-5
83.0,346.75115743400005,111.90229881200001,463.043894564,148.2708514,6.990200000000016e-5,6.120000000000001e-6,0.00017136400000000024,1.1961000000000001e-5
84.0,347.43174378000003,111.90229881200001,464.213530287,148.2708514,7.057200000000008e-5,6.120000000000001e-6,0.00017301399999999998,1.1961000000000001e-5
85.0,348.08395440000004,111.90229881200001,465.191520754,148.2708514,7.151200000000014e-5,6.120000000000001e-6,0.00017433399999999995,1.1961000000000001e-5
86.0,348.660049303,111.90229881200001,466.937373658,148.2708514,7.21420000000003e-5,6.120000000000001e-6,0.0001764039999999998,1.1961000000000001e-5
87.0,349.209137573,111.90229881200001,467.91245075200004,148.2708514,7.332200000000023e-5,6.120000000000001e-6,0.00017802399999999972,1.1961000000000001e-5
88.0,440.01857879100004,111.90229881200001,589.2439776890001,148.2708514,7.399200000000015e-5,6.120000000000001e-6,0.00017962399999999976,1.1961000000000001e-5
89.0,442.018555354,111.90229881200001,595.068672554,148.2708514,7.459200000000006e-5,6.120000000000001e-6,0.00018192399999999997,1.1961000000000001e-5
90.0,443.92073180000006,111.90229881200001,599.6380531570001,148.2708514,7.5552e-5,6.120000000000001e-6,0.00018343400000000055,1.1961000000000001e-5
91.0,445.77025986800004,111.90229881200001,602.544257128,148.2708514,7.631200000000025e-5,6.120000000000001e-6,0.00018570400000000008,1.1961000000000001e-5
92.0,447.514301034,111.90229881200001,605.471744673,148.2708514,7.763200000000022e-5,6.120000000000001e-6,0.00018708400000000056,1.1961000000000001e-5
93.0,449.23134525700004,111.90229881200001,608.237350374,148.2708514,8.002200000000034e-5,6.120000000000001e-6,0.00018871400000000042,1.1961000000000001e-5
94.0,450.84956065100005,111.90229881200001,612.053345904,148.2708514,8.181200000000012e-5,6.120000000000001e-6,0.00019033400000000034,1.1961000000000001e-5
95.0,452.409219597,111.90229881200001,616.5768604440001,148.2708514,8.32420000000003e-5,6.120000000000001e-6,0.00019199400000000002,1.1961000000000001e-5
96.0,453.858140794,111.90229881200001,620.284787154,148.2708514,8.490200000000041e-5,6.120000000000001e-6,0.00019518400000000016,1.1961000000000001e-5
97.0,455.280927673,111.90229881200001,624.408013047,148.2708514,8.594200000000031e-5,6.120000000000001e-6,0.00019695400000000005,1.1961000000000001e-5
98.0,456.59798931700004,111.90229881200001,628.4490220380001,148.2708514,8.653200000000028e-5,6.120000000000001e-6,0.000198424,1.1961000000000001e-5
99.0,457.864437117,111.90229881200001,631.0455475690001,148.2708514,8.774200000000003e-5,6.120000000000001e-6,0.00020119400000000003,1.1961000000000001e-5
100.0,458.91949463400005,111.90229881200001,633.180575413,148.2708514,8.853200000000011e-5,6.120000000000001e-6,0.00020278400000000012,1.1961000000000001e-5
101.0,459.94856040800005,111.90229881200001,636.663832692,148.2708514,9.01620000000004e-5,6.120000000000001e-6,0.00020467400000000018,1.1961000000000001e-5
102.0,460.90470094600005,111.90229881200001,639.9700899400001,148.2708514,9.186200000000028e-5,6.120000000000001e-6,0.00020670499999999974,1.1961000000000001e-5
103.0,461.827477332,111.90229881200001,642.254017166,148.2708514,9.4172e-5,6.120000000000001e-6,0.00020948500000000057,1.1961000000000001e-5
104.0,462.66745818400005,111.90229881200001,644.5227966780001,148.2708514,9.490200000000001e-5,6.120000000000001e-6,0.00021096500000000046,1.1961000000000001e-5
105.0,463.479537857,111.90229881200001,646.825242979,148.2708514,9.570200000000003e-5,6.120000000000001e-6,0.0002126649999999999,1.1961000000000001e-5
106.0,464.212234829,111.90229881200001,649.0176898670001,148.2708514,9.635200000000007e-5,6.120000000000001e-6,0.00021392500000000023,1.1961000000000001e-5
107.0,464.915730729,111.90229881200001,650.9846130980001,148.2708514,9.691200000000021e-5,6.120000000000001e-6,0.00021541500000000005,1.1961000000000001e-5
108.0,465.54238741200004,111.90229881200001,652.559410252,148.2708514,9.749200000000024e-5,6.120000000000001e-6,0.00021684500000000023,1.1961000000000001e-5
109.0,466.14034510600004,111.90229881200001,653.677098168,148.2708514,9.864200000000035e-5,6.120000000000001e-6,0.0002184550000000002,1.1961000000000001e-5
110.0,466.66211263800005,111.90229881200001,654.581942363,148.2708514,9.927200000000008e-5,6.120000000000001e-6,0.00022132500000000051,1.1961000000000001e-5
111.0,557.367622085,111.90229881200001,779.043700669,148.2708514,9.986200000000004e-5,6.120000000000001e-6,0.00022283500000000022,1.1961000000000001e-5
112.0,559.348836526,111.90229881200001,784.2196408640001,148.2708514,0.00010096200000000001,6.120000000000001e-6,0.00023055500000000034,1.1961000000000001e-5
113.0,561.2588782930001,111.90229881200001,787.201065578,148.2708514,0.00010165200000000025,6.120000000000001e-6,0.0002322549999999998,1.1961000000000001e-5
114.0,563.0992908620001,111.90229881200001,790.247162417,148.2708514,0.00010244200000000033,6.120000000000001e-6,0.0002336450000000002,1.1961000000000001e-5
115.0,564.8802114890001,111.90229881200001,792.975265096,148.2708514,0.00010350200000000011,6.120000000000001e-6,0.00023577500000000057,1.1961000000000001e-5
116.0,566.592663388,111.90229881200001,795.6809170580001,148.2708514,0.00010412200000000033,6.120000000000001e-6,0.0002371350000000003,1.1961000000000001e-5
117.0,568.231885063,111.90229881200001,798.293182161,148.2708514,0.00010477200000000037,6.120000000000001e-6,0.0002399749999999999,1.1961000000000001e-5
118.0,569.7499504980001,111.90229881200001,800.7738727420001,148.2708514,0.00010542200000000041,6.120000000000001e-6,0.0002415849999999999,1.1961000000000001e-5
119.0,571.2192312220001,111.90229881200001,803.048275705,148.2708514,0.00010601200000000038,6.120000000000001e-6,0.00024387500000000017,1.1961000000000001e-5
120.0,572.602023514,111.90229881200001,805.249986536,148.2708514,0.00010682200000000034,6.120000000000001e-6,0.00024546500000000027,1.1961000000000001e-5
121.0,573.94742733,111.90229881200001,807.330864203,148.2708514,0.00010740200000000037,6.120000000000001e-6,0.0002472150000000003,1.1961000000000001e-5
122.0,575.196464157,111.90229881200001,809.3191561320001,148.2708514,0.00010796200000000008,6.120000000000001e-6,0.00024895500000000036,1.1961000000000001e-5
123.0,576.2806966520001,111.90229881200001,810.972265793,148.2708514,0.0001085420000000001,6.120000000000001e-6,0.00025054500000000045,1.1961000000000001e-5
124.0,577.284679727,111.90229881200001,812.6675410700001,148.2708514,0.00010920200000000008,6.120000000000001e-6,0.000252815,1.1961000000000001e-5
125.0,578.265949423,111.90229881200001,814.1185249250001,148.2708514,0.00010978200000000011,6.120000000000001e-6,0.00025424500000000017,1.1961000000000001e-5
126.0,579.164770436,111.90229881200001,815.506886355,148.2708514,0.000111042,6.120000000000001e-6,0.0002561660000000004,1.1961000000000001e-5
127.0,580.028241805,111.90229881200001,816.779234607,148.2708514,0.00011171200000000036,6.120000000000001e-6,0.0002578559999999999,1.1961000000000001e-5
128.0,580.811103786,111.90229881200001,817.9988955150001,148.2708514,0.00011238300000000019,6.120000000000001e-6,0.00026061599999999997,1.1961000000000001e-5
129.0,581.5665366750001,111.90229881200001,819.113912976,148.2708514,0.00011300300000000041,6.120000000000001e-6,0.0002621360000000005,1.1961000000000001e-5
130.0,582.2441675560001,111.90229881200001,820.2577860020001,148.2708514,0.00011366300000000039,6.120000000000001e-6,0.0002637259999999997,1.1961000000000001e-5
131.0,582.8959133100001,111.90229881200001,821.3216433050001,148.2708514,0.00011474300000000005,6.120000000000001e-6,0.00026592600000000053,1.1961000000000001e-5
132.0,583.469255031,111.90229881200001,822.253323516,148.2708514,0.00011537300000000021,6.120000000000001e-6,0.000267326,1.1961000000000001e-5
133.0,584.0153937250001,111.90229881200001,823.0577372700001,148.2708514,0.00011644300000000036,6.120000000000001e-6,0.00026881599999999985,1.1961000000000001e-5
134.0,674.6901322980001,111.90229881200001,931.008583756,148.2708514,0.00011711300000000029,6.120000000000001e-6,0.00027015600000000056,1.1961000000000001e-5
135.0,676.6954175950001,111.90229881200001,934.031317475,148.2708514,0.00011776300000000033,6.120000000000001e-6,0.00027233599999999976,1.1961000000000001e-5
136.0,678.582651971,111.90229881200001,936.9944565090001,148.2708514,0.00011832300000000004,6.120000000000001e-6,0.000274046,1.1961000000000001e-5
137.0,680.439442081,111.90229881200001,939.803881971,148.2708514,0.00011944300000000033,6.120000000000001e-6,0.00027535600000000004,1.1961000000000001e-5
138.0,682.186592164,111.90229881200001,942.514701248,148.2708514,0.0001203230000000003,6.120000000000001e-6,0.0002781160000000001,1.1961000000000001e-5
139.0,683.8819502690001,111.90229881200001,945.1029082150001,148.2708514,0.00012097300000000035,6.120000000000001e-6,0.0002803860000000005,1.1961000000000001e-5
140.0,685.4729450030001,111.90229881200001,947.6005246660001,148.2708514,0.00012157300000000025,6.120000000000001e-6,0.0002823260000000003,1.1961000000000001e-5
141.0,687.023102104,111.90229881200001,949.963547324,148.2708514,0.00012226300000000006,6.120000000000001e-6,0.00028385599999999987,1.1961000000000001e-5
142.0,688.4934813860001,111.90229881200001,952.259180878,148.2708514,0.00012320300000000011,6.120000000000001e-6,0.0002851960000000006,1.1961000000000001e-5
143.0,689.915982736,111.90229881200001,954.3852807280001,148.2708514,0.00012433300000000034,6.120000000000001e-6,0.00028690599999999997,1.1961000000000001e-5
144.0,691.235880189,111.90229881200001,956.441373662,148.2708514,0.00012491300000000037,6.120000000000001e-6,0.00028909599999999997,1.1961000000000001e-5
145.0,692.508602688,111.90229881200001,958.382249415,148.2708514,0.00012606300000000004,6.120000000000001e-6,0.00029130599999999986,1.1961000000000001e-5
146.0,693.5772540830001,111.90229881200001,959.993169142,148.2708514,0.0001266230000000002,6.120000000000001e-6,0.00029281600000000043,1.1961000000000001e-5
147.0,694.605409716,111.90229881200001,961.5035963810001,148.2708514,0.00012723300000000003,6.120000000000001e-6,0.00029448600000000005,1.1961000000000001e-5
148.0,695.561475596,111.90229881200001,962.9678745670001,148.2708514,0.00012827300000000036,6.120000000000001e-6,0.00029591600000000023,1.1961000000000001e-5
149.0,696.4883275530001,111.90229881200001,964.316618949,148.2708514,0.00012904300000000013,6.120000000000001e-6,0.00029795600000000026,1.1961000000000001e-5
150.0,697.3280857980001,111.90229881200001,965.6054633650001,148.2708514,0.00013002300000000038,6.120000000000001e-6,0.0002999359999999998,1.1961000000000001e-5
