steps,timer_ciph_comp_vec_FD,timer_ciph_conf_vec_FD,timer_ciph_comp_vec_LW,timer_ciph_conf_vec_LW,timer_plain_comp_vec_FD,timer_plain_conf_vec_FD,timer_plain_comp_vec_LW,timer_plain_conf_vec_LW
1.0,7.4188754470000005,173.14264445,48.434564307,257.290889197,0.0,0.001207668,0.0,0.0010457280000000001
2.0,16.231644361,173.14264445,101.55346804000001,257.290889197,2.9040999999999616e-5,0.001207668,0.0001559040000000001,0.0010457280000000001
3.0,24.652177597,173.14264445,132.732993547,257.290889197,5.5920999999999575e-5,0.001207668,0.00031445900000000044,0.0010457280000000001
4.0,32.629195699,173.14264445,162.758390646,257.290889197,8.068199999999946e-5,0.001207668,0.00047106300000000073,0.0010457280000000001
5.0,40.200724400000006,173.14264445,198.943821004,257.290889197,0.00010605199999999971,0.001207668,0.0006239170000000007,0.0010457280000000001
6.0,47.34751468,173.14264445,240.724283442,257.290889197,0.00013262300000000012,0.001207668,0.0007782820000000008,0.0010457280000000001
7.0,54.167547331,173.14264445,280.569435096,257.290889197,0.00015890399999999964,0.001207668,0.0009362960000000005,0.0010457280000000001
8.0,60.172205435,173.14264445,308.409952815,257.290889197,0.0001845140000000002,0.001207668,0.0010903500000000003,0.0010457280000000001
9.0,65.640537961,173.14264445,329.421381326,257.290889197,0.0002101049999999995,0.001207668,0.0012456540000000006,0.0010457280000000001
10.0,70.84990301500001,173.14264445,365.735043959,257.290889197,0.00023568500000000023,0.001207668,0.0014009090000000005,0.0010457280000000001
11.0,75.698878682,173.14264445,384.365338318,257.290889197,0.00026060600000000003,0.001207668,0.0015585930000000005,0.0010457280000000001
12.0,80.163989355,173.14264445,401.637924681,257.290889197,0.0002850559999999997,0.001207668,0.0017140270000000008,0.0010457280000000001
13.0,84.327666511,173.14264445,417.819145455,257.290889197,0.0003099569999999996,0.001207668,0.0018689920000000007,0.0010457280000000001
14.0,88.12420502,173.14264445,432.581931751,257.290889197,0.000334778,0.001207668,0.002025466000000001,0.0010457280000000001
15.0,91.58601661600001,173.14264445,446.13128107800003,257.290889197,0.00036017800000000006,0.001207668,0.002186340000000001,0.0010457280000000001
16.0,94.33709560300001,173.14264445,456.761695309,257.290889197,0.00038483899999999967,0.001207668,0.002347035,0.0010457280000000001
17.0,96.85181995800001,173.14264445,466.374897357,257.290889197,0.00040981899999999963,0.001207668,0.0025125190000000004,0.0010457280000000001
18.0,99.056247157,173.14264445,474.86648666400004,257.290889197,0.0004341299999999996,0.001207668,0.002672374000000001,0.0010457280000000001
